"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"TEX19",5.37840246709437,-2.03513290827785,0.19765658058392,6.07252859545444e-26,2.15088936625435e-25
"SSBP1",1386.0574971946,0.548125515822574,0.0523916360671314,6.16559389904473e-26,2.18338162189185e-25
"TMEM127",2576.53992483515,-0.372554261908077,0.0354851734426787,6.20563146878569e-26,2.19708553815005e-25
"PRRC1",2273.70998039093,-0.468557220147186,0.0447156233985934,6.34914184148164e-26,2.24740987539541e-25
"NTAN1",626.415572805287,0.599817253379197,0.0574347499509,6.40479731759317e-26,2.26662115211393e-25
"TLN1",7106.4403900724,0.459128537951243,0.043812669732746,6.43381302801666e-26,2.27639851377389e-25
"ERRFI1",1999.56855185811,0.940143649117326,0.0911540339903803,6.50927737014448e-26,2.30260247363554e-25
"LTBP1",1608.7197116276,1.06379463050845,0.103461563377203,6.5450294306246e-26,2.31475027491452e-25
"ACSF2",829.899379395263,-1.03202988160477,0.100322622903766,6.60744905606962e-26,2.33632220018776e-25
"DBN1",2342.00715010962,0.766323561329499,0.0738356219630501,6.66860560938189e-26,2.35743831488558e-25
"SYAP1",1917.10586446907,-0.597852447935071,0.0572682765811567,6.71986889504513e-26,2.37504868531406e-25
"EIF4B",8221.13570603289,-0.516168939338828,0.0493559065896705,7.01780258514195e-26,2.4798150754865e-25
"LPCAT2",414.687851117147,0.887517529968742,0.0859575873967418,7.03614715299843e-26,2.48576182964965e-25
"COG1",1002.7722680482,-0.545837052703522,0.0522435698133046,7.20502898892265e-26,2.54487705653097e-25
"LOC728819",16.8289390218128,1.23047865299157,0.119876971180832,7.22040730268146e-26,2.54975976288232e-25
"FOXD1",74.429045840619,2.24142860500246,0.218810373123482,7.41796335569647e-26,2.61895938276989e-25
"EGOT",23.8025789539998,-1.73870944435117,0.168774646264205,7.538933933581e-26,2.66109604718161e-25
"ZNF300",105.917830324655,1.29200760245434,0.125877514652151,7.63171305416418e-26,2.69326568905884e-25
"GNG2",309.952876982421,0.8351931143775,0.0807947293539568,7.67913386093322e-26,2.70941778276807e-25
"NEURL3",37.4946895450376,1.60346122314996,0.155771464186575,7.99895864367454e-26,2.82165416413319e-25
"RBM11",72.4603382938862,-1.44842622051456,0.14095422280542,8.24372035425878e-26,2.90736927479911e-25
"CYTH1",1033.04940775897,0.538276554976485,0.0515741115546492,8.26198898537109e-26,2.91318584108001e-25
"ACTR10",1030.71023384992,-0.386810651724278,0.0369480081604122,8.29381310154648e-26,2.92377855801992e-25
"CYP19A1",10.725875880439,1.88323540087797,0.183150486787915,8.46134105700607e-26,2.9821954739594e-25
"FNBP1",1244.51479137394,0.605985318229302,0.0581954601516485,8.65271389506718e-26,3.04898960302442e-25
"DYNC2H1",411.382334939559,-1.06661327585926,0.104029727388517,8.80542972130064e-26,3.10213624824945e-25
"GINS4",373.927052313927,1.09959423143367,0.107299484656836,8.85640373919014e-26,3.11942431895933e-25
"EMP1",3258.75665238165,0.939619899482626,0.0913766781758204,8.98926562471421e-26,3.16554152087134e-25
"ABHD14B",1507.54229485489,-0.671220558083887,0.064625835002851,9.07182077238691e-26,3.1939273691664e-25
"MRPL39",436.299683840547,0.526981060385739,0.0505325374230962,9.30972187658923e-26,3.27698214467153e-25
"ATPAF2",337.015818691492,-0.644281403400392,0.0619939072014531,9.37416039752383e-26,3.29842823308063e-25
"SLC6A10P",13.8306045155495,1.65800250852814,0.161273844490326,9.37467074475515e-26,3.29842823308063e-25
"GJB1",80.9251939914269,-2.50441562103029,0.246179536180615,9.56787776887823e-26,3.3656851606886e-25
"DKFZP586I1420",324.937920215086,-0.740207619772595,0.0714873917536121,9.6082078110005e-26,3.37914735685766e-25
"ESYT2",3565.104809487,0.551042388416638,0.0528904086163131,9.66879445974656e-26,3.39972637777541e-25
"UTP15",337.045379397352,-0.463338680821978,0.044389854854852,9.86653730751013e-26,3.46851289016478e-25
"CFTR",10.6804997793263,2.53358628082257,0.249283977185282,1.00523676644956e-25,3.53308306836771e-25
"CYCS",2707.30100048921,0.58254254963249,0.0559826754233139,1.00614849175493e-25,3.53552992936079e-25
"RASA1",1127.01027343802,-0.710460777781917,0.0685738234096878,1.01813479857333e-25,3.5768826517452e-25
