"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"C4orf34",1183.67309313646,-1.88923859168478,0.0758416651411352,2.23664714558014e-138,7.1936712017551e-136
"DLX6",30.9146343327831,6.32020261956521,0.255057341386354,1.78170593467351e-137,5.62025431662491e-135
"CMTM7",679.542108342397,2.19621567175047,0.0887084667928909,6.32943499886217e-137,1.95890042049691e-134
"SLC16A6",221.052962005996,-3.71938135841015,0.150194907148875,1.95561953683967e-136,5.94037541903354e-134
"KRT16",3051.00183747439,5.59681518977209,0.227438915915348,3.75813414986838e-135,1.12081226291438e-132
"C1orf130",207.172662833254,4.41392870675922,0.179203389143918,5.90609431849839e-135,1.72995830547016e-132
"MPZ",105.402857067409,4.44660357202002,0.180927000778384,2.2173032933762e-134,6.38077647741224e-132
"CAPN6",643.700187714744,5.63567875879486,0.230617105104576,2.35422331596539e-133,6.65798707789316e-131
"CYP4Z2P",391.347619650853,-5.68694205707604,0.233883580228418,4.32287340178538e-132,1.19390274757573e-129
"PRTFDC1",205.497779417553,2.60972495848038,0.107374347539269,4.36713801466463e-132,1.19390274757573e-129
"C4orf7",4400.52462002483,7.84820820659539,0.325219186362052,1.23374385835304e-131,3.31755746042047e-129
"C1orf64",272.399177914792,-6.53128247529594,0.269828776295277,1.63550794700999e-131,4.32697368625886e-129
